datetime,tempF,humidity,tempC,year,month,day,hour,minute,moisturecontent
2020-02-06T17:26:00Z,68.18,48.3,20.100000000000005,2020,2,6,17,26,6.869942043054726
2020-02-06T19:56:00Z,69.26,47.9,20.700000000000003,2020,2,6,19,56,7.055506731250291
2020-02-06T22:26:00Z,69.8,48.9,21,2020,2,6,22,26,7.32939665895404
2020-02-07T00:56:00Z,68.72,50.3,20.4,2020,2,7,0,56,7.2807518275116045
2020-02-07T03:26:00Z,68.18,50.2,20.100000000000005,2020,2,7,3,26,7.14018821037986
2020-02-07T05:56:00Z,67.46,49.5,19.699999999999996,2020,2,7,5,56,6.877757729917216
2020-02-07T08:26:00Z,68.9,47,20.500000000000004,2020,2,7,8,26,6.842837584001623
2020-02-07T10:56:00Z,68.18,47.7,20.100000000000005,2020,2,7,10,56,6.784601148109948
2020-02-07T13:26:00Z,68.36,47.3,20.2,2020,2,7,13,26,6.767108971632179
2020-02-07T15:56:00Z,67.64,46.2,19.8,2020,2,7,15,56,6.456954259127425
2020-02-07T18:26:00Z,68,45,20,2020,2,7,18,26,6.363270417601464
2020-02-07T20:56:00Z,68.18,43.9,20.100000000000005,2020,2,7,20,56,6.244108813459679
2020-02-07T23:26:00Z,67.64,43.2,19.8,2020,2,7,23,26,6.037671515028242
2020-02-08T01:56:00Z,64.22,44.2,17.9,2020,2,8,1,56,5.522386553123025
2020-02-08T04:26:00Z,62.96,42.4,17.200000000000003,2020,2,8,4,26,5.081013324698336
2020-02-08T06:56:00Z,69.62,34.4,20.900000000000002,2020,2,8,6,56,5.126223750057718
2020-02-08T09:26:00Z,70.34,35.1,21.300000000000004,2020,2,8,9,26,5.35322416013848
2020-02-08T11:56:00Z,66.56,39.2,19.200000000000003,2020,2,8,11,56,5.2890468429234225
2020-02-08T14:26:00Z,66.38,39.2,19.099999999999998,2020,2,8,14,26,5.258009003962793
2020-02-08T16:56:00Z,66.02,39.3,18.9,2020,2,8,16,56,5.209662536042164
2020-02-08T19:26:00Z,65.66,39.8,18.7,2020,2,8,19,26,5.214033619329833
2020-02-08T21:56:00Z,70.52,35.8,21.4,2020,2,8,21,56,5.491661081773777
2020-02-09T00:26:00Z,66.38,39.2,19.099999999999998,2020,2,9,0,26,5.258009003962793
2020-02-09T02:56:00Z,63.5,40.4,17.5,2020,2,9,2,56,4.9288304532272065
2020-02-09T05:26:00Z,63.5,38.4,17.5,2020,2,9,5,26,4.6848289456417005
2020-02-09T07:56:00Z,70.34,33.7,21.300000000000004,2020,2,9,7,56,5.139705247768283
2020-02-09T10:26:00Z,67.46,37,19.699999999999996,2020,2,9,10,26,5.140950222362363
2020-02-09T12:56:00Z,66.92,38.5,19.400000000000002,2020,2,9,12,56,5.256034685480505
2020-02-09T15:26:00Z,67.28,39.8,19.6,2020,2,9,15,26,5.4976702618333375
2020-02-09T17:56:00Z,68.54,39.4,20.300000000000004,2020,2,9,17,56,5.669860196421575
